shop_id,category_id,subcategory_id,paths
3,15,60,/c/sealants-adhesives/expanding-foam-gun-cleaner/cat16360001
3,15,60,/c/sealants-adhesives/putty/cat850100
3,15,69,/c/building-doors/self-levelling-compound/cat9390001
3,15,68,/c/building-doors/water-seal/cat12050002
3,15,69,/c/building-doors/additives-plasticisers/cat850194
3,15,68,/c/building-doors/pva-sealers/cat850040
3,15,69,/c/building-doors/jointing-compound/cat12050003
3,15,69,/c/building-doors/cement-mix/cat10300001
3,15,68,/c/building-doors/waterproof-sealants/cat850198
3,15,68,/c/building-doors/ready-mixed-plaster/cat12790001
3,15,69,/c/building-doors/pothole-filler/cat11100004
3,4,17,/c/sealants-adhesives/tile-adhesives/cat2650062
3,4,17,/c/sealants-adhesives/grout/cat850090
3,4,17,/c/sealants-adhesives/shower-waterproofing-kits/cat850062
3,4,17,/c/sealants-adhesives/tile-trims/cat9550003
3,4,17,/c/building-doors/flooring-sealants-adhesives/cat850008
3,4,17,/c/sealants-adhesives/grout-pens/cat850088
3,4,17,/c/sealants-adhesives/tile-floor-sealer/cat12120001
3,4,17,/c/building-doors/self-levelling-compound/cat9390001
3,16,75,/c/storage-ladders/extension-ladders/cat831460
3,16,75,/c/storage-ladders/step-ladders/cat831476
3,16,75,/c/storage-ladders/fibreglass-ladders/cat12400001
3,16,75,/c/storage-ladders/step-stools/cat831480
3,16,75,/c/storage-ladders/telescopic-ladders/cat5180008
3,16,75,/c/storage-ladders/loft-ladders/cat831470
3,16,75,/c/storage-ladders/folding-ladders/cat831464
3,16,75,/c/storage-ladders/stair-ladders/cat831458
3,16,75,/c/storage-ladders/ladder-accessories/cat831466
3,16,75,/c/storage-ladders/roof-ladders/cat831472
3,16,75,/c/storage-ladders/podium-steps/cat7260033
3,16,75,/c/storage-ladders/warehouse-steps/cat15330004
3,16,75,/c/auto-cleaning/van-rear-door-ladders/cat15420001
3,17,76,/c/storage-ladders/office-chairs/cat14230005
3,17,76,/c/storage-ladders/desks/cat14230002
3,17,76,/c/storage-ladders/office-storage/cat14230006
3,17,76,/c/storage-ladders/garage-shelving/cat7270003
3,17,76,/c/security-ironmongery/shelf-brackets/cat880018
3,17,76,/c/storage-ladders/wall-shelves/cat5870044
3,17,76,/c/storage-ladders/racking/cat5870048
3,17,76,/c/security-ironmongery/twin-slot-shelving/cat831528
3,17,76,/c/tools/tool-storage/cat831040
3,17,76,/c/auto-cleaning/storage-bins/cat831546
3,17,76,/c/outdoor-gardening/garden-storage/cat5440008
3,17,76,/c/storage-ladders/storage-boxes/cat831548
3,17,76,/c/storage-ladders/garage-storage/cat5870054
3,17,76,/c/auto-cleaning/vehicle-site-safes/cat810112
3,17,76,/c/storage-ladders/packaging/cat11180004
3,17,76,/c/storage-ladders/office-storage/cat14230006
3,17,76,/c/storage-ladders/lockers-cabinets/cat831544
3,17,76,/c/storage-ladders/sack-trucks/cat831506
3,17,76,/c/storage-ladders/storage-boxes/cat831548
3,17,76,/c/storage-ladders/flatbed-trolleys/cat831512
3,17,76,/c/storage-ladders/dollies-trolleys/cat831502
3,17,76,/c/storage-ladders/packaging/cat11180004
3,16,75,/c/storage-ladders/access-towers/cat15960002
3,16,75,/c/storage-ladders/work-platforms/cat831496
3,16,75,/c/storage-ladders/staging-boards/cat16250002
3,16,74,/c/safety-workwear/height-safety/cat850350
3,16,67,/c/auto-cleaning/tyre-inflators/cat810102
3,16,67,/c/tools/sockets-spanners-wrenches/cat3470004
3,16,67,/c/auto-cleaning/torque-wrenches/cat810104
3,16,67,/c/tools/tool-kits/cat6000006
3,16,67,/c/auto-cleaning/bodywork-tools/cat810040
3,16,67,/c/auto-cleaning/brake-tools/cat810090
3,16,67,/c/auto-cleaning/components/cat7270008
3,16,67,/c/auto-cleaning/compression-tools/cat810092
3,16,67,/c/auto-cleaning/grease-guns/cat16170001
3,16,67,/c/auto-cleaning/gear-bearing-tools/cat810094
3,16,67,/c/auto-cleaning/ignition-tools/cat810096
3,16,67,/c/auto-cleaning/servicing-tools/cat810100
3,16,67,/c/auto-cleaning/tyre-tools/cat7620006
3,16,67,/c/tools/welders/cat830732
3,16,67,/c/tools/air-tools/cat830782
3,16,67,/c/tools/air-compressors/cat830698
3,16,67,/c/auto-cleaning/workshop-equipment/cat7270005
3,16,67,/c/auto-cleaning/jacks-stands-ramps/cat810078
3,16,67,/c/auto-cleaning/oils-fluids-lubricants/cat810054
3,16,67,/c/auto-cleaning/fuel-pumps-cans/cat810062
3,16,67,/c/auto-cleaning/storage-bins/cat831546
3,16,67,/c/storage-ladders/garage-storage/cat5870054
3,16,67,/c/storage-ladders/garage-shelving/cat7270003
3,16,67,/c/safety-workwear/boiler-suits-coveralls/cat850518
3,16,67,/c/security-ironmongery/garage-security/cat810228
3,16,67,/c/auto-cleaning/hand-cleansers/cat7820006
3,16,67,/c/auto-cleaning/car-cleaning/cat810042
3,16,67,/c/auto-cleaning/pressure-washers/cat810150
3,16,67,/c/auto-cleaning/van-racking/cat14600001
3,16,67,/c/auto-cleaning/van-roof-systems/cat10570001
3,16,67,/c/auto-cleaning/pipe-storage/cat7810010
3,16,67,/c/auto-cleaning/vehicle-site-safes/cat810112
3,16,67,/c/auto-cleaning/ratchet-straps-lashing/cat810012
3,16,67,/c/auto-cleaning/bungee-cords/cat6820011
3,16,67,/c/auto-cleaning/storage-bins/cat831546
3,16,67,/c/security-ironmongery/vehicle-security/cat810398
3,16,67,/c/auto-cleaning/power-inverters/cat2900020
3,16,67,/c/auto-cleaning/car-seat-covers/cat7810009
3,16,67,/c/auto-cleaning/trailers-accessories/cat6510014
3,16,67,/c/electrical-lighting/electric-vehicle-charging/cat12700003
3,16,67,/c/auto-cleaning/car-covers/cat7810008
3,2,7,/c/electrical-lighting/caravan-hook-up-points/cat15850004
3,16,67,/c/auto-cleaning/fuel-pumps-cans/cat810062
3,16,67,/c/auto-cleaning/snow-shovels-tools/cat7820011
3,16,67,/c/auto-cleaning/tow-bars-ropes/cat7820010
3,16,67,/c/auto-cleaning/pressure-washers/cat810150
3,16,67,/c/auto-cleaning/pressure-washer-accessories/cat810192
3,16,67,/c/auto-cleaning/vacuum-cleaners/cat810152
3,16,67,/c/auto-cleaning/carpet-cleaners/cat810196
3,16,67,/c/auto-cleaning/window-vacuums/cat6990022
3,16,67,/c/auto-cleaning/steam-cleaners/cat7040003
3,16,67,/c/auto-cleaning/floor-cleaning-machines/cat8720009
3,16,67,/c/auto-cleaning/fogging-machines/cat15420002
3,16,67,/c/auto-cleaning/cleaning-fluids/cat810178
3,16,67,/c/auto-cleaning/cloths-wipes-roll/cat810146
3,16,67,/c/auto-cleaning/car-cleaning/cat810042
3,16,67,/c/tools/cleaning-brushes/cat7820008
3,16,67,/c/auto-cleaning/outdoor-cleaning/cat810180
3,16,67,/c/auto-cleaning/window-cleaning/cat6990021
3,16,67,/c/auto-cleaning/mops-buckets/cat7820005
3,16,67,/c/auto-cleaning/bin-bags/cat8310004
3,16,67,/c/auto-cleaning/hand-cleansers/cat7820006
3,16,67,/c/auto-cleaning/pest-control/cat7820004
3,16,67,/c/auto-cleaning/soap-dispensers/cat810154
3,16,67,/c/auto-cleaning/paper-towel-dispensers/cat5030020
3,16,67,/c/auto-cleaning/washing-lines/cat12130001
3,16,67,/c/auto-cleaning/cleaning-trolleys/cat13000001
3,13,52,/c/painting-decorating/emulsion-paint/cat850168
3,13,52,/c/painting-decorating/interior-wood-paint/cat850172
3,13,52,/c/painting-decorating/bathroom-paint/cat12020001
3,13,52,/c/painting-decorating/kitchen-paint/cat14800002
3,13,53,/c/painting-decorating/dust-sheets-carpet-protectors/cat16340007
3,13,53,/c/painting-decorating/paint-stripper/cat9340007
3,13,53,/c/painting-decorating/sugar-soap/cat9340006
3,13,53,/c/sealants-adhesives/decorators-caulk/cat850098
3,13,53,/c/sealants-adhesives/masking-tape/cat850124
3,13,53,/c/painting-decorating/drop-cloth/cat16340010
3,13,53,/c/sealants-adhesives/multi-purpose-fillers/cat850102
3,13,53,/c/painting-decorating/steel-wool/cat830410
3,13,53,/c/tools/sanding/cat6270002
3,13,52,/c/painting-decorating/masonry-paint/cat850176
3,13,52,/c/painting-decorating/fence-paint/cat850566
3,13,52,/c/painting-decorating/decking-paint-stain/cat9930002
3,13,59,/c/painting-decorating/decking-treatment/cat850320
3,13,55,/c/painting-decorating/wood-stain/cat850456
3,13,59,/c/painting-decorating/garden-furniture-paint/cat9620001
3,13,55,/c/painting-decorating/wood-treatment/cat850458
3,13,55,/c/painting-decorating/varnish/cat850450
3,13,55,/c/painting-decorating/wood-oil/cat850452
3,13,55,/c/painting-decorating/wood-wax/cat9900006
3,13,55,/c/painting-decorating/wood-dye/cat9900007
3,13,55,/c/sealants-adhesives/wood-fillers/cat850104
3,13,55,/c/sealants-adhesives/wood-glues/cat850080
3,13,52,/c/painting-decorating/primer-paint/cat850180
3,13,52,/c/painting-decorating/spray-paint/cat850184
3,13,52,/c/painting-decorating/damp-proof-paint/cat10180002
3,13,52,/c/painting-decorating/floor-paint/cat850170
3,13,52,/c/painting-decorating/metal-paint/cat850178
3,13,52,/c/painting-decorating/multi-surface-paint/cat14690003
3,13,52,/c/painting-decorating/furniture-paint/cat12980001
3,13,52,/c/painting-decorating/radiator-paint/cat14700002
3,13,52,/c/painting-decorating/upvc-paint/cat16340008
3,13,52,/c/painting-decorating/tile-paint/cat14700001
3,13,52,/c/painting-decorating/anti-climb-paint/cat16340012
3,13,52,/c/painting-decorating/chalkboard-paint/cat16340011
3,13,56,/c/painting-decorating/paint-brushes/cat850132
3,13,56,/c/painting-decorating/paint-rollers/cat850134
3,13,56,/c/painting-decorating/decorating-sets/cat850156
3,13,56,/c/painting-decorating/paint-scuttles-kettles/cat16340009
3,13,56,/c/painting-decorating/dust-sheets-carpet-protectors/cat16340007
3,13,56,/c/painting-decorating/knives-scrapers/cat850138
3,13,56,/c/painting-decorating/extension-poles/cat850158
3,13,56,/c/painting-decorating/paint-trays/cat16340005
3,13,56,/c/painting-decorating/decking-stain-applicators/cat14690002
3,13,56,/c/painting-decorating/paint-brush-cleaner/cat7270027
3,13,56,/c/painting-decorating/electric-paint-sprayers/cat830802
3,13,56,/c/tools/glue-heat-guns/cat830804
3,13,56,/c/sealants-adhesives/caulking-guns/cat850064
3,13,54,/c/painting-decorating/wallpaper/cat15680003
3,13,54,/c/painting-decorating/lining-paper/cat6100030
3,13,54,/c/painting-decorating/pasting-tables/cat850466
3,13,54,/c/painting-decorating/wallpapering-tools/cat850468
3,13,54,/c/sealants-adhesives/wallpaper-paste/cat850078
3,13,54,/c/painting-decorating/wallpaper-strippers/cat830806
